,Review 1,Review 2,Booleans #1,Booleans #2,If-Else,Nested Ifs,If-elif-else: Write a function!,If without Else
Lecture 4,A,C,False ,True ,42,It’s Rainy! SLOW DOWN!,,"500, 1000"
