,Review Exercise,Big idea #1,Big idea #2,Big idea #3,Big idea #4,Big idea #5
Lecture 5,"100, 100, 200",5,IndexError: list index out of range,A,"False, False, False, False","[""Doris"", ""Sofia"", ""Isabella"", ""Carl"", ""Esther"", ""Doris""]"
