,Review Exercise,Big idea #1,Big idea #2,Big idea #3,Big idea #4,Big idea #5
Lecture 6,Name starts with E and ends with i,"Sh, Ee, Ze",The function computes and returns the number of values in the list nums,12,3 only,2
